id_h3,provincia,jurisdiccion,operaciones_totales,categoria_demanda,hora_pico,modo_dominante,metodo_asignacion,distancia_asignacion_m
88c2e3026bfffff,Ciudad Autónoma de Buenos Aires,Comuna 13,15879,HOTSPOT_ALTO,16,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3aed5fffff,Buenos Aires,Pilar,15727,HOTSPOT_ALTO,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e31191fffff,Ciudad Autónoma de Buenos Aires,Comuna 14,15560,HOTSPOT_ALTO,17,TREN,REPRESENTATIVE_POINT,
88c2e38d07fffff,Ciudad Autónoma de Buenos Aires,Comuna 9,15549,HOTSPOT_ALTO,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e380e3fffff,Buenos Aires,La Matanza,15459,HOTSPOT_ALTO,18,COLECTIVO,REPRESENTATIVE_POINT,
88c2e06525fffff,Buenos Aires,San Vicente,15452,HOTSPOT_ALTO,6,TREN,REPRESENTATIVE_POINT,
88c2e2acd1fffff,Buenos Aires,La Plata,15186,HOTSPOT_ALTO,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e30447fffff,Buenos Aires,San Fernando,15042,HOTSPOT_ALTO,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e38f33fffff,Buenos Aires,La Matanza,14870,HOTSPOT_ALTO,18,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3113bfffff,Ciudad Autónoma de Buenos Aires,Comuna 1,14841,HOTSPOT_ALTO,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e31407fffff,Buenos Aires,General San Martín,14688,HOTSPOT_ALTO,7,TREN,REPRESENTATIVE_POINT,
88c2e3b5e9fffff,Buenos Aires,General Rodríguez,14632,HOTSPOT_ALTO,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3102dfffff,Ciudad Autónoma de Buenos Aires,Comuna 5,14600,HOTSPOT_ALTO,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3112bfffff,Ciudad Autónoma de Buenos Aires,Comuna 1,14469,HOTSPOT_ALTO,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e31adbfffff,Ciudad Autónoma de Buenos Aires,Comuna 1,14422,HOTSPOT_ALTO,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3c72dfffff,Buenos Aires,Quilmes,14387,HOTSPOT_ALTO,7,TREN,REPRESENTATIVE_POINT,
88c2e3022bfffff,Ciudad Autónoma de Buenos Aires,Comuna 13,14339,HOTSPOT_ALTO,21,COLECTIVO,REPRESENTATIVE_POINT,
88c2e31187fffff,Ciudad Autónoma de Buenos Aires,Comuna 14,14180,HOTSPOT_ALTO,16,COLECTIVO,REPRESENTATIVE_POINT,
88c2e30249fffff,Ciudad Autónoma de Buenos Aires,Comuna 13,14046,HOTSPOT_ALTO,16,TREN,REPRESENTATIVE_POINT,
88c2e3175bfffff,Buenos Aires,Tres de Febrero,14022,HOTSPOT_ALTO,17,TREN,REPRESENTATIVE_POINT,
88c2e3a921fffff,Buenos Aires,Tigre,14016,HOTSPOT_ALTO,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e312e7fffff,Ciudad Autónoma de Buenos Aires,Comuna 10,14000,HOTSPOT_ALTO,16,TREN,REPRESENTATIVE_POINT,
88c2e3103dfffff,Ciudad Autónoma de Buenos Aires,Comuna 6,13939,HOTSPOT_ALTO,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e31321fffff,Buenos Aires,Avellaneda,13900,HOTSPOT_ALTO,8,TREN,REPRESENTATIVE_POINT,
88c2e30761fffff,Buenos Aires,San Isidro,13831,HOTSPOT_ALTO,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3aa69fffff,Buenos Aires,San Miguel,13827,HOTSPOT_ALTO,15,COLECTIVO,REPRESENTATIVE_POINT,
88c2e38aabfffff,Buenos Aires,Esteban Echeverría,13762,HOTSPOT_ALTO,6,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3c6edfffff,Buenos Aires,Lanús,13754,HOTSPOT_ALTO,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3b9e3fffff,Buenos Aires,San Miguel,13745,HOTSPOT_ALTO,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e39889fffff,Buenos Aires,Esteban Echeverría,13740,HOTSPOT_ALTO,7,TREN,REPRESENTATIVE_POINT,
88c2e3d5c5fffff,Buenos Aires,Florencio Varela,13694,HOTSPOT_ALTO,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3891dfffff,Buenos Aires,Lomas de Zamora,13504,HOTSPOT_ALTO,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e31151fffff,Ciudad Autónoma de Buenos Aires,Comuna 4,13489,HOTSPOT_ALTO,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3a8e1fffff,Buenos Aires,Malvinas Argentinas,13311,HOTSPOT_ALTO,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e31037fffff,Ciudad Autónoma de Buenos Aires,Comuna 6,13277,HOTSPOT_ALTO,16,COLECTIVO,REPRESENTATIVE_POINT,
88c2e38db3fffff,Buenos Aires,Tres de Febrero,12990,HOTSPOT_ALTO,17,TREN,REPRESENTATIVE_POINT,
88c2e31587fffff,Buenos Aires,San Isidro,12952,HOTSPOT_ALTO,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3040bfffff,Buenos Aires,Tigre,12692,HOTSPOT_ALTO,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e31103fffff,Ciudad Autónoma de Buenos Aires,Comuna 1,12688,HOTSPOT_ALTO,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3aa17fffff,Buenos Aires,José C. Paz,12684,HOTSPOT_ALTO,18,COLECTIVO,REPRESENTATIVE_POINT,
88c2e311c3fffff,Ciudad Autónoma de Buenos Aires,Comuna 5,12663,HOTSPOT_ALTO,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3100bfffff,Ciudad Autónoma de Buenos Aires,Comuna 6,12583,HOTSPOT_ALTO,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3154dfffff,Buenos Aires,General San Martín,12578,HOTSPOT_ALTO,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e31087fffff,Ciudad Autónoma de Buenos Aires,Comuna 15,12453,HOTSPOT_ALTO,16,COLECTIVO,REPRESENTATIVE_POINT,
88c2e38c61fffff,Buenos Aires,La Matanza,12449,HOTSPOT_ALTO,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e30711fffff,Buenos Aires,San Fernando,12362,HOTSPOT_ALTO,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3129bfffff,Ciudad Autónoma de Buenos Aires,Comuna 10,12238,HOTSPOT_ALTO,8,COLECTIVO,REPRESENTATIVE_POINT,
88c2e31767fffff,Ciudad Autónoma de Buenos Aires,Comuna 11,12231,HOTSPOT_ALTO,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e31023fffff,Ciudad Autónoma de Buenos Aires,Comuna 5,12208,HOTSPOT_ALTO,13,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3131dfffff,Ciudad Autónoma de Buenos Aires,Comuna 4,12141,HOTSPOT_ALTO,7,COLECTIVO,INTERSECCION_MAYOR_AREA,
88c2e30763fffff,Buenos Aires,San Isidro,11933,HOTSPOT_ALTO,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e31031fffff,Ciudad Autónoma de Buenos Aires,Comuna 6,11928,HOTSPOT_ALTO,8,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3028dfffff,Buenos Aires,Vicente López,11884,HOTSPOT_ALTO,16,COLECTIVO,REPRESENTATIVE_POINT,
88c2e311adfffff,Ciudad Autónoma de Buenos Aires,Comuna 2,11864,HOTSPOT_ALTO,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e31119fffff,Ciudad Autónoma de Buenos Aires,Comuna 3,11749,HOTSPOT_ALTO,16,COLECTIVO,REPRESENTATIVE_POINT,
88c2e31663fffff,Buenos Aires,Tres de Febrero,11633,HOTSPOT_ALTO,17,TREN,REPRESENTATIVE_POINT,
88c2e3c559fffff,Buenos Aires,Quilmes,11553,HOTSPOT_ALTO,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3d6d7fffff,Buenos Aires,Almirante Brown,11547,HOTSPOT_ALTO,18,COLECTIVO,REPRESENTATIVE_POINT,
88c2e31005fffff,Ciudad Autónoma de Buenos Aires,Comuna 6,11536,HOTSPOT_ALTO,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e310b9fffff,Ciudad Autónoma de Buenos Aires,Comuna 12,11355,HOTSPOT_ALTO,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e38db1fffff,Buenos Aires,Tres de Febrero,11294,HOTSPOT_ALTO,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3125dfffff,Ciudad Autónoma de Buenos Aires,Comuna 8,11286,HOTSPOT_ALTO,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e30269fffff,Ciudad Autónoma de Buenos Aires,Comuna 14,11283,HOTSPOT_ALTO,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3c41dfffff,Buenos Aires,Avellaneda,11283,HOTSPOT_ALTO,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e38de1fffff,Buenos Aires,Tres de Febrero,11018,HOTSPOT_ALTO,7,TREN,REPRESENTATIVE_POINT,
88c2e31025fffff,Ciudad Autónoma de Buenos Aires,Comuna 3,10831,HOTSPOT_ALTO,16,COLECTIVO,REPRESENTATIVE_POINT,
88c2e38943fffff,Buenos Aires,Lomas de Zamora,10803,HOTSPOT_ALTO,16,COLECTIVO,REPRESENTATIVE_POINT,
88c2e31155fffff,Ciudad Autónoma de Buenos Aires,Comuna 4,10772,HOTSPOT_ALTO,16,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3c243fffff,Buenos Aires,Florencio Varela,10766,HOTSPOT_ALTO,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3164dfffff,Buenos Aires,Morón,10715,HOTSPOT_ALTO,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e31369fffff,Buenos Aires,Lanús,10691,HOTSPOT_ALTO,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e31237fffff,Ciudad Autónoma de Buenos Aires,Comuna 7,10677,HOTSPOT_ALTO,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3c4c3fffff,Buenos Aires,Avellaneda,10633,HOTSPOT_ALTO,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3104bfffff,Ciudad Autónoma de Buenos Aires,Comuna 7,10612,HOTSPOT_ALTO,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3aa15fffff,Buenos Aires,José C. Paz,10425,HOTSPOT_ALTO,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3894bfffff,Buenos Aires,Lomas de Zamora,10299,HOTSPOT_ALTO,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e31029fffff,Ciudad Autónoma de Buenos Aires,Comuna 5,10290,HOTSPOT_ALTO,8,COLECTIVO,REPRESENTATIVE_POINT,
88c2e30255fffff,Ciudad Autónoma de Buenos Aires,Comuna 13,10207,HOTSPOT_ALTO,18,COLECTIVO,REPRESENTATIVE_POINT,
88c2e38a3dfffff,Buenos Aires,Esteban Echeverría,10051,HOTSPOT_ALTO,18,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3102bfffff,Ciudad Autónoma de Buenos Aires,Comuna 5,9856,HOTSPOT_ALTO,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e310a5fffff,Ciudad Autónoma de Buenos Aires,Comuna 13,9796,HOTSPOT_ALTO,16,COLECTIVO,REPRESENTATIVE_POINT,
88c2e380d9fffff,Buenos Aires,La Matanza,9751,HOTSPOT_ALTO,18,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3aa65fffff,Buenos Aires,San Miguel,9687,HOTSPOT_ALTO,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e38933fffff,Buenos Aires,Lanús,9635,HOTSPOT_ALTO,8,TREN,REPRESENTATIVE_POINT,
88c2e31027fffff,Ciudad Autónoma de Buenos Aires,Comuna 5,9538,HOTSPOT_ALTO,8,COLECTIVO,REPRESENTATIVE_POINT,
88c2e310c9fffff,Ciudad Autónoma de Buenos Aires,Comuna 11,9519,HOTSPOT_ALTO,8,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3af2bfffff,Buenos Aires,Pilar,9508,HOTSPOT_ALTO,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e30257fffff,Ciudad Autónoma de Buenos Aires,Comuna 12,9490,HOTSPOT_ALTO,8,COLECTIVO,REPRESENTATIVE_POINT,
88c2e312a7fffff,Ciudad Autónoma de Buenos Aires,Comuna 11,9409,HOTSPOT_ALTO,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e310ddfffff,Ciudad Autónoma de Buenos Aires,Comuna 11,9404,HOTSPOT_ALTO,16,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3c55dfffff,Buenos Aires,Quilmes,9378,HOTSPOT_ALTO,13,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3110bfffff,Ciudad Autónoma de Buenos Aires,Comuna 1,9371,HOTSPOT_ALTO,8,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3114dfffff,Ciudad Autónoma de Buenos Aires,Comuna 4,9237,HOTSPOT_ALTO,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e311d5fffff,Ciudad Autónoma de Buenos Aires,Comuna 14,9201,HOTSPOT_ALTO,16,COLECTIVO,REPRESENTATIVE_POINT,
88c2e311c7fffff,Ciudad Autónoma de Buenos Aires,Comuna 5,9160,HOTSPOT_ALTO,8,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3103bfffff,Ciudad Autónoma de Buenos Aires,Comuna 6,8936,HOTSPOT_ALTO,18,COLECTIVO,REPRESENTATIVE_POINT,
88c2e311bbfffff,Ciudad Autónoma de Buenos Aires,Comuna 14,8885,HOTSPOT_ALTO,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e38c67fffff,Buenos Aires,La Matanza,8849,HOTSPOT_ALTO,11,COLECTIVO,REPRESENTATIVE_POINT,
88c2e38a6dfffff,Buenos Aires,Esteban Echeverría,8840,HOTSPOT_ALTO,7,TREN,REPRESENTATIVE_POINT,
88c2e38e11fffff,Buenos Aires,La Matanza,8838,HOTSPOT_ALTO,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3b88dfffff,Buenos Aires,Moreno,8828,HOTSPOT_ALTO,6,COLECTIVO,REPRESENTATIVE_POINT,
88c2e30767fffff,Buenos Aires,San Isidro,8779,HOTSPOT_ALTO,17,TREN,REPRESENTATIVE_POINT,
88c2e3c4d7fffff,Buenos Aires,Avellaneda,8759,HOTSPOT_ALTO,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e30621fffff,Buenos Aires,San Fernando,8713,HOTSPOT_ALTO,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e31751fffff,Buenos Aires,General San Martín,8623,HOTSPOT_ALTO,7,TREN,REPRESENTATIVE_POINT,
88c2e30215fffff,Ciudad Autónoma de Buenos Aires,Comuna 13,8610,HOTSPOT_ALTO,17,COLECTIVO,INTERSECCION_MAYOR_AREA,
88c2e312a5fffff,Ciudad Autónoma de Buenos Aires,Comuna 7,8581,HOTSPOT_ALTO,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e31539fffff,Buenos Aires,Vicente López,8514,HOTSPOT_ALTO,7,TREN,REPRESENTATIVE_POINT,
88c2e3110dfffff,Ciudad Autónoma de Buenos Aires,Comuna 4,8508,HOTSPOT_ALTO,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3ac13fffff,Buenos Aires,Pilar,8491,HOTSPOT_ALTO,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e31197fffff,Ciudad Autónoma de Buenos Aires,Comuna 14,8478,HOTSPOT_ALTO,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e31033fffff,Ciudad Autónoma de Buenos Aires,Comuna 15,8429,HOTSPOT_ALTO,16,COLECTIVO,REPRESENTATIVE_POINT,
88c2e302c5fffff,Buenos Aires,Vicente López,8422,HOTSPOT_ALTO,16,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3d5d3fffff,Buenos Aires,Quilmes,8410,HOTSPOT_ALTO,7,COLECTIVO,INTERSECCION_MAYOR_AREA,
88c2e38ae7fffff,Buenos Aires,Esteban Echeverría,8334,HOTSPOT_ALTO,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e31061fffff,Ciudad Autónoma de Buenos Aires,Comuna 5,8334,HOTSPOT_ALTO,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3889dfffff,Buenos Aires,La Matanza,8314,HOTSPOT_ALTO,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e31529fffff,Buenos Aires,Vicente López,8304,HOTSPOT_ALTO,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e31161fffff,Ciudad Autónoma de Buenos Aires,Comuna 4,8288,HOTSPOT_ALTO,7,COLECTIVO,INTERSECCION_MAYOR_AREA,
88c2e312ebfffff,Ciudad Autónoma de Buenos Aires,Comuna 10,8209,HOTSPOT_ALTO,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3118dfffff,Ciudad Autónoma de Buenos Aires,Comuna 2,8201,HOTSPOT_ALTO,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e38b61fffff,Buenos Aires,Almirante Brown,8192,HOTSPOT_ALTO,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e30205fffff,Ciudad Autónoma de Buenos Aires,Comuna 13,8144,HOTSPOT_ALTO,8,TREN,REPRESENTATIVE_POINT,
88c2e31145fffff,Ciudad Autónoma de Buenos Aires,Comuna 4,8076,HOTSPOT_ALTO,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3890bfffff,Buenos Aires,Lomas de Zamora,8058,HOTSPOT_ALTO,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e310c5fffff,Ciudad Autónoma de Buenos Aires,Comuna 11,8039,HOTSPOT_ALTO,8,COLECTIVO,REPRESENTATIVE_POINT,
88c2e310d9fffff,Ciudad Autónoma de Buenos Aires,Comuna 11,8007,HOTSPOT_ALTO,8,COLECTIVO,REPRESENTATIVE_POINT,
88c2e312c7fffff,Ciudad Autónoma de Buenos Aires,Comuna 10,7952,HOTSPOT_ALTO,8,TREN,REPRESENTATIVE_POINT,
88c2e38c95fffff,Buenos Aires,Hurlingham,7945,HOTSPOT_ALTO,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3119bfffff,Ciudad Autónoma de Buenos Aires,Comuna 13,7855,HOTSPOT_ALTO,8,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3116bfffff,Ciudad Autónoma de Buenos Aires,Comuna 4,7835,HOTSPOT_ALTO,16,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3ab2bfffff,Buenos Aires,Malvinas Argentinas,7816,HOTSPOT_ALTO,7,TREN,REPRESENTATIVE_POINT,
88c2e388b3fffff,Buenos Aires,La Matanza,7794,HOTSPOT_ALTO,7,TREN,REPRESENTATIVE_POINT,
88c2e31051fffff,Ciudad Autónoma de Buenos Aires,Comuna 7,7787,HOTSPOT_ALTO,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e31221fffff,Ciudad Autónoma de Buenos Aires,Comuna 8,7764,HOTSPOT_ALTO,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e31109fffff,Ciudad Autónoma de Buenos Aires,Comuna 4,7736,HOTSPOT_ALTO,8,COLECTIVO,REPRESENTATIVE_POINT,
88c2e389dbfffff,Buenos Aires,Lomas de Zamora,7733,HOTSPOT_ALTO,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e31745fffff,Buenos Aires,Tres de Febrero,7714,HOTSPOT_ALTO,6,TREN,REPRESENTATIVE_POINT,
88c2e31739fffff,Buenos Aires,General San Martín,7695,HOTSPOT_ALTO,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e31147fffff,Ciudad Autónoma de Buenos Aires,Comuna 4,7657,HOTSPOT_ALTO,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e31167fffff,Ciudad Autónoma de Buenos Aires,Comuna 4,7645,HOTSPOT_ALTO,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3d437fffff,Buenos Aires,Florencio Varela,7640,HOTSPOT_ALTO,7,TREN,REPRESENTATIVE_POINT,
88c2e38e63fffff,Buenos Aires,La Matanza,7639,HOTSPOT_ALTO,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e311d7fffff,Ciudad Autónoma de Buenos Aires,Comuna 14,7637,HOTSPOT_ALTO,16,COLECTIVO,REPRESENTATIVE_POINT,
88c2e311ddfffff,Ciudad Autónoma de Buenos Aires,Comuna 15,7633,HOTSPOT_ALTO,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e31291fffff,Ciudad Autónoma de Buenos Aires,Comuna 11,7593,HOTSPOT_ALTO,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e302dbfffff,Buenos Aires,San Isidro,7553,HOTSPOT_ALTO,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e302bbfffff,Buenos Aires,San Isidro,7522,HOTSPOT_ALTO,16,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3c4d1fffff,Buenos Aires,Avellaneda,7485,HOTSPOT_ALTO,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e30213fffff,Buenos Aires,Vicente López,7420,HOTSPOT_ALTO,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3a123fffff,Buenos Aires,José C. Paz,7369,HOTSPOT_ALTO,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3021dfffff,Ciudad Autónoma de Buenos Aires,Comuna 13,7315,HOTSPOT_ALTO,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3a8cbfffff,Buenos Aires,Malvinas Argentinas,7278,HOTSPOT_ALTO,18,TREN,REPRESENTATIVE_POINT,
88c2e3aa35fffff,Buenos Aires,Malvinas Argentinas,7261,HOTSPOT_ALTO,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e38da5fffff,Buenos Aires,Tres de Febrero,7232,HOTSPOT_ALTO,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e2ac9bfffff,Buenos Aires,La Plata,7194,HOTSPOT_ALTO,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e31563fffff,Buenos Aires,Vicente López,7175,HOTSPOT_ALTO,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3d4a3fffff,Buenos Aires,Almirante Brown,7150,HOTSPOT_ALTO,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e381d1fffff,Buenos Aires,La Matanza,7131,HOTSPOT_ALTO,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e30281fffff,Buenos Aires,Vicente López,7118,HOTSPOT_ALTO,16,COLECTIVO,REPRESENTATIVE_POINT,
88c2e38837fffff,Buenos Aires,Lomas de Zamora,7110,HOTSPOT_ALTO,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3d591fffff,Buenos Aires,Quilmes,7078,HOTSPOT_ALTO,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e388d1fffff,Buenos Aires,La Matanza,7065,HOTSPOT_ALTO,7,TREN,REPRESENTATIVE_POINT,
88c2e31743fffff,Buenos Aires,Tres de Febrero,7060,HOTSPOT_ALTO,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3c6dbfffff,Buenos Aires,Lanús,6957,HOTSPOT_ALTO,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e31537fffff,Buenos Aires,Vicente López,6954,HOTSPOT_ALTO,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3c4d3fffff,Buenos Aires,Avellaneda,6952,HOTSPOT_ALTO,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e388e1fffff,Buenos Aires,Lomas de Zamora,6927,HOTSPOT_ALTO,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3024bfffff,Ciudad Autónoma de Buenos Aires,Comuna 13,6881,HOTSPOT_ALTO,16,COLECTIVO,REPRESENTATIVE_POINT,
88c2e38a2bfffff,Buenos Aires,Esteban Echeverría,6879,HOTSPOT_ALTO,6,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3b8abfffff,Buenos Aires,San Miguel,6838,HOTSPOT_ALTO,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3b921fffff,Buenos Aires,Hurlingham,6806,HOTSPOT_ALTO,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e38815fffff,Buenos Aires,Lomas de Zamora,6785,HOTSPOT_ALTO,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e38b09fffff,Buenos Aires,Lomas de Zamora,6759,HOTSPOT_ALTO,7,TREN,REPRESENTATIVE_POINT,
88c2e381d7fffff,Buenos Aires,La Matanza,6734,HOTSPOT_ALTO,18,COLECTIVO,REPRESENTATIVE_POINT,
88c2e312e3fffff,Ciudad Autónoma de Buenos Aires,Comuna 10,6667,HOTSPOT_ALTO,16,COLECTIVO,REPRESENTATIVE_POINT,
88c2e31041fffff,Ciudad Autónoma de Buenos Aires,Comuna 7,6663,HOTSPOT_ALTO,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3b93dfffff,Buenos Aires,Hurlingham,6643,HOTSPOT_ALTO,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e31009fffff,Ciudad Autónoma de Buenos Aires,Comuna 7,6627,HOTSPOT_ALTO,8,COLECTIVO,REPRESENTATIVE_POINT,
88c2e31111fffff,Ciudad Autónoma de Buenos Aires,Comuna 3,6614,HOTSPOT_ALTO,14,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3c641fffff,Buenos Aires,Quilmes,6607,HOTSPOT_ALTO,6,COLECTIVO,REPRESENTATIVE_POINT,
88c2e31043fffff,Ciudad Autónoma de Buenos Aires,Comuna 7,6593,HOTSPOT_ALTO,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3a8dbfffff,Buenos Aires,Pilar,6582,HOTSPOT_ALTO,7,TREN,REPRESENTATIVE_POINT,
88c2e3c719fffff,Buenos Aires,Quilmes,6568,HOTSPOT_ALTO,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e31013fffff,Ciudad Autónoma de Buenos Aires,Comuna 11,6553,HOTSPOT_ALTO,8,COLECTIVO,REPRESENTATIVE_POINT,
88c2e2acddfffff,Buenos Aires,La Plata,6550,HOTSPOT_ALTO,9,COLECTIVO,REPRESENTATIVE_POINT,
88c2e310edfffff,Ciudad Autónoma de Buenos Aires,Comuna 15,6523,HOTSPOT_ALTO,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e31337fffff,Ciudad Autónoma de Buenos Aires,Comuna 4,6517,HOTSPOT_ALTO,7,TREN,REPRESENTATIVE_POINT,
88c2e382ebfffff,Buenos Aires,La Matanza,6502,HOTSPOT_ALTO,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e38f59fffff,Buenos Aires,La Matanza,6450,HOTSPOT_ALTO,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3a103fffff,Buenos Aires,Moreno,6445,HOTSPOT_ALTO,6,COLECTIVO,REPRESENTATIVE_POINT,
88c2e31011fffff,Ciudad Autónoma de Buenos Aires,Comuna 7,6409,HOTSPOT_ALTO,8,COLECTIVO,REPRESENTATIVE_POINT,
88c2e380a7fffff,Buenos Aires,La Matanza,6403,HOTSPOT_ALTO,7,COLECTIVO,REPRESENTATIVE_POINT,
